Duration ,DescrTask,Cond,Agreement,PWEW,WRITER,DEW,FirstClick,LastClick,CompTime,Description,FK Ease,FK Grade,Coleman Liau,#Sentences,#Words,#Complex Words,%Complex Words,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q34,Q74_First Click,Q74_Last Click,Q74_Page Submit,Q74_Click Count,Q73,Q13,Q14,Q15,Q16,Q51,Q52,Q17_5,Q17_6,Q17_7,Q18_1,Q18_2,Q18_3,Q19,Q28,Q20,Q20_8_TEXT,Q21,Q21_8_TEXT,Q76,mturkcode
442,self,DEW,TRUE,,,Yes,0.99,275.13,305.304,"There's nothing special about me; I'm just a regular person.  I don't have any special abilities or skills.  If there is anything different about me, it's my attitude.  For the most part, I don't care what people do as long as it doesn't impact me.  I'm a pagan but I'm not interested in climate change because the world is well able to take care of itself and doesn't need us to take care of it. I just want to live my life as I see fit and am not terribly interested in the issues of others, unless I happen to like them.  I think that, years from now, historians will view social media as one of the causes of the downfall of American society.",70.8,7.8,7.7,7,124,12,9.68,,,,,,0.99,275.13,305.304,4,"There's nothing special about me; I'm just a regular person.  I don't have any special abilities or skills.  If there is anything different about me, it's my attitude.  For the most part, I don't care what people do as long as it doesn't impact me.  I'm a pagan but I'm not interested in climate change because the world is well able to take care of itself and doesn't need us to take care of it. I just want to live my life as I see fit and am not terribly interested in the issues of others, unless I happen to like them.  I think that, years from now, historians will view social media as one of the causes of the downfall of American society.",Male,50,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Occasionally,Occasionally,0 hours,1 - 3 hours,1 - 3 hours,Laptop or computer,Other (please specify),Other (please specify),I only do it to rid myself of stress. I usually destroy it later.,Other (please specify),Nothing I write is for other people.,no clue,84390
818,self,WRITER,TRUE,,Yes,,10.747,441.255,508.436,"I am a funny individual, and I use humor as a way to get to know people. People think of me as friendly and honest, and I've been told more than once that you get what you see with me and that is what makes me unique. I do not like phonies or pretending to be something you are not. I respect honesty and loyalty above everything else. Many people are threatened by this, because they do not encounter this in their day to day. However, they usually warm up to me, because they find it refreshing that they can be themselves around me. I really enjoy conversations with people I haven't met before and we quickly find something we have in common. I guess it is easy to see that I consider myself a people person. ",67.8,8.1,8.3,8,137,14,10.22,,,,,,10.747,441.255,508.436,14,"I am a funny individual, and I use humor as a way to get to know people. People think of me as friendly and honest, and I've been told more than once that you get what you see with me and that is what makes me unique. I do not like phonies or pretending to be something you are not. I respect honesty and loyalty above everything else. Many people are threatened by this, because they do not encounter this in their day to day. However, they usually warm up to me, because they find it refreshing that they can be themselves around me. I really enjoy conversations with people I haven't met before and we quickly find something we have in common. I guess it is easy to see that I consider myself a people person. ",Female,58,White,"Doctorate degree (e.g. PhD, EdD)",Yes,,Never,Frequently,Very frequently,0 hours,4 - 6 hours,7 or more hours,"Laptop or computer,Books","Social media posts,Blogs,Fiction books",Social media posts,,Fiction books,,Perceptions of perceived skills?,82521
739,self,WRITER,FALSE,,No,,1.419,371.423,395.459,i am a happy person. I enjoy life. I enjoy my children and my grandchildren. I enjoy cooking. I enjoy coooking for my. I love making large meals and feeding the ones I love. I am just a happy person. I like to read when I have a good book to enjoy. I like to find a quiet spot and just sit and read. I enjoy helping my grandchildren. I enjoy helping my children. I really like it when my children are happy for my help. I enjoy sitting by myself and having some quiet time. I enjoy listening to music. I am so glad to havethe children and grandchildren that I have. I am so gald to havethe time I have. I am a very grateful person.,84.2,3.4,6.6,17,128,7,5.47,,,,,,1.419,371.423,395.459,15,i am a happy person. I enjoy life. I enjoy my children and my grandchildren. I enjoy cooking. I enjoy coooking for my. I love making large meals and feeding the ones I love. I am just a happy person. I like to read when I have a good book to enjoy. I like to find a quiet spot and just sit and read. I enjoy helping my grandchildren. I enjoy helping my children. I really like it when my children are happy for my help. I enjoy sitting by myself and having some quiet time. I enjoy listening to music. I am so glad to havethe children and grandchildren that I have. I am so gald to havethe time I have. I am a very grateful person.,Female,52,White,High school degree or equivalent (e.g. GED),Yes,,Never,Rarely,Never,0 hours,1 - 3 hours,0 hours,Laptop or computer,Other (please specify),Other (please specify),,Other (please specify),none,not sure,59982
424,self,WRITER,FALSE,,No,,1.7,252.993,290.482,"I'm 43 years old. I'm married with 4 children over the age of 18. My main role in life is being a mother and after that a wife. I don't seem to have much purpose other than that. I'm happy overall and content with my life for the most part. I love my husband. I'm not overweight, I like to bake. Sometimes I really enjoying cooking. I love making meals that simmer all day in the crock pot or on a stove. I clean the house a lot. Probably more often then I need to but I get bored. I'm also extremely organized.  I love to walk around my yard and look at all the pretty flowers. My property consists of 6 acres and it's quite beautiful. I wake up early to sit outside and watch the sunset. It's amazing. I don't think I'm very talented at anything in particular.",83.4,3.8,6.9,17,150,13,8.67,,,,,,1.7,252.993,290.482,7,"I'm 43 years old. I'm married with 4 children over the age of 18. My main role in life is being a mother and after that a wife. I don't seem to have much purpose other than that. I'm happy overall and content with my life for the most part. I love my husband. I'm not overweight, I like to bake. Sometimes I really enjoying cooking. I love making meals that simmer all day in the crock pot or on a stove. I clean the house a lot. Probably more often then I need to but I get bored. I'm also extremely organized.  I love to walk around my yard and look at all the pretty flowers. My property consists of 6 acres and it's quite beautiful. I wake up early to sit outside and watch the sunset. It's amazing. I don't think I'm very talented at anything in particular.",Female,43,White,"Some college, no degree",Yes,,Never,Never,Rarely,0 hours,0 hours,1 - 3 hours,Smart phone,Social media posts,Social media posts,,Social media posts,,no idea,9343
367,picture,PWEW,FALSE,No,,,1.254,221.197,254.581,"It is a scene in a city.  It looks like an older part of a city. There are a few cars parked along side of the road on both sides.  There are very tall buildings on both sides of the road.  The buildings are very similar in color, they seem to be different shades of beige.  One side, the left side of the street is darker than the other. It appears to be in the shade while the right side of the street is in sunlight. There is a person walking across the street.  There are shaded so you can not make out who or what they are. They are in the middle of the street heading toward the right.  There is a tall building at the end of the street that is very similar to the two on the sides of the road. It is in sunlight.",93.1,3.3,6.1,12,148,3,2.03,1.254,221.197,254.581,6,"It is a scene in a city.  It looks like an older part of a city. There are a few cars parked along side of the road on both sides.  There are very tall buildings on both sides of the road.  The buildings are very similar in color, they seem to be different shades of beige.  One side, the left side of the street is darker than the other. It appears to be in the shade while the right side of the street is in sunlight. There is a person walking across the street.  There are shaded so you can not make out who or what they are. They are in the middle of the street heading toward the right.  There is a tall building at the end of the street that is very similar to the two on the sides of the road. It is in sunlight.",,,,,,Female,47,White,"Some college, no degree",Yes,,Never,Occasionally,Rarely,0 hours,1 - 3 hours,0 hours,Laptop or computer,Other (please specify),Other (please specify),work letters,Other (please specify),work letters,to see how people write,8974
699,picture,DEW,TRUE,,,Yes,7.104,287.962,289.542,"It's a street in an urban environment, probably very early in the morning, maybe on a weekend. There's just one person visible. She (I think it's a woman based on her shoes and the silhouette of her coat) is crossing the street. There are some businesses along this street and some apartments in the upper floors of the buildings. You can see balconies at the third floor windows. It must be a sunny, hazy day. There are a few cars parked on the side of the street. There's a sign that says no taxis, so maybe it's an English-speaking country or a country that uses a language with the word taxi in it. I think it's cold now but it will get hot later in the day. The streets are pretty empty now but there will be plenty of people out later on.",82.4,5.3,7.9,10,144,7,4.86,7.104,287.962,289.542,9,"It's a street in an urban environment, probably very early in the morning, maybe on a weekend. There's just one person visible. She (I think it's a woman based on her shoes and the silhouette of her coat) is crossing the street. There are some businesses along this street and some apartments in the upper floors of the buildings. You can see balconies at the third floor windows. It must be a sunny, hazy day. There are a few cars parked on the side of the street. There's a sign that says no taxis, so maybe it's an English-speaking country or a country that uses a language with the word taxi in it. I think it's cold now but it will get hot later in the day. The streets are pretty empty now but there will be plenty of people out later on.",,,,,,Female,45,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Never,Occasionally,Frequently,0 hours,1 - 3 hours,4 - 6 hours,Laptop or computer,"Social media posts,Other (please specify)",Social media posts,,Social media posts,,I don't know.,12237
411,self,PWEW,TRUE,Yes,,,5.559,171.987,249.397,"I am a complex, changeable woman who likes a variety of activities.  I often ponder how I can't have two extremely diverse thought or opinions in my head at the same time.  For example, I can completely invest in the idea that the death penalty is wrong, and at the same time believe it is completely correct.  Added to that, one day I will be a fairy princess, and the next day I will be a dark priestess of Satan.  I enjoy organic gardening and put a lot of effort into the garden, but I will also have days when I can hardly bear to leave the house.  I believe in social equality but do not necessarily believe that the current illegal immigration policy, or the welfare state are the best options in a fair society.",58.8,10.7,8.7,6,136,17,12.5,,,,,,5.559,171.987,249.397,9,"I am a complex, changeable woman who likes a variety of activities.  I often ponder how I can't have two extremely diverse thought or opinions in my head at the same time.  For example, I can completely invest in the idea that the death penalty is wrong, and at the same time believe it is completely correct.  Added to that, one day I will be a fairy princess, and the next day I will be a dark priestess of Satan.  I enjoy organic gardening and put a lot of effort into the garden, but I will also have days when I can hardly bear to leave the house.  I believe in social equality but do not necessarily believe that the current illegal immigration policy, or the welfare state are the best options in a fair society.",Female,52,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Rarely,Very frequently,Very frequently,1 - 3 hours,7 or more hours,7 or more hours,Laptop or computer,"Social media posts,Fiction books",Fiction books,,Fiction books,,Stated skills against actual skills,25669
589,picture,PWEW,FALSE,No,,,5.21,413.712,417.292,"There is a woman crossing the crosswalk of a city and she is bundled up due to the cold weather. The city has tall buildings made of brick with beautiful balconies adorning the sides. There are some businesses on the street as there are signs on the sides of the buildings.  The area consists of street parking where there are cars and large vans parked currently. Traffic seems to be at a minimum this time of day and it appears to be early morning or dusk.  The sky is clear and it looks as though there will not be any questionable weather happening today.  I am curious to figure out where the women is walking on her morning adventure, is she headed to work, the store, or is she maybe just out for a nice early stroll around the city to stretch her legs. ",72.6,8.2,8.9,7,144,10,6.94,5.21,413.712,417.292,16,"There is a woman crossing the crosswalk of a city and she is bundled up due to the cold weather. The city has tall buildings made of brick with beautiful balconies adorning the sides. There are some businesses on the street as there are signs on the sides of the buildings.  The area consists of street parking where there are cars and large vans parked currently. Traffic seems to be at a minimum this time of day and it appears to be early morning or dusk.  The sky is clear and it looks as though there will not be any questionable weather happening today.  I am curious to figure out where the women is walking on her morning adventure, is she headed to work, the store, or is she maybe just out for a nice early stroll around the city to stretch her legs. ",,,,,,Female,28,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Frequently,Occasionally,Rarely,4 - 6 hours,1 - 3 hours,0 hours,Laptop or computer,Social media posts,Social media posts,,Social media posts,,i dont know ,87415
247,self,DEW,TRUE,,,Yes,1.16,81.436,148.677,I am a very creative person. I see beauty in many everydaythings. I like to create new things that are beautiful. I try to employ passion and positivity in everyday. I tend to play devils advocate when people complain about things. Often things are not as bad as they seem or people just have a one sided view that causes them to react negatively to things that happen. Everything  happens for a reason and nearly everything can be traced back to something positive that you learn or grow from an experience. I am a skilled worker and highly organized individual. I have great time management skills and I enjoy keeping my house and family running smoothly and on schedule. I tend to over schedule myself because I enjoy being busy. ,60.2,8.1,11,10,130,16,12.31,,,,,,1.16,81.436,148.677,7,I am a very creative person. I see beauty in many everydaythings. I like to create new things that are beautiful. I try to employ passion and positivity in everyday. I tend to play devils advocate when people complain about things. Often things are not as bad as they seem or people just have a one sided view that causes them to react negatively to things that happen. Everything  happens for a reason and nearly everything can be traced back to something positive that you learn or grow from an experience. I am a skilled worker and highly organized individual. I have great time management skills and I enjoy keeping my house and family running smoothly and on schedule. I tend to over schedule myself because I enjoy being busy. ,Female,35,White,"Associateâ€™s degree (e.g. AA, AS)",Yes,,Occasionally,Occasionally,Occasionally,1 - 3 hours,1 - 3 hours,1 - 3 hours,Books,"Social media posts,Non-fiction books,Other (please specify)",Other (please specify),"lists, journals",Other (please specify),journals,unsure,4848
338,self,PWEW,FALSE,No,,,1.27,180.259,180.919,"I like watching anime and playing video games by myself. If I can gather friends together, I would prefer we go do out door activities such as kayaking or yoga. I like to travel to new places and do my interests by myself. For example, I may go to a new city and check out their independent theaters, kayak on the river, and go on a hike before a large dinner trying out a local brewery. I would describe myself as quiet with broad social anxiety, so I have select really close friends who I rely on for support and fulfilling some of my favorite activities that are best with others. I am good at Catan, but now we don't like to play due to me winning too often. But some of us gather on Monday for trivia. 
",70.5,7.7,7.7,8,139,11,7.91,,,,,,1.27,180.259,180.919,12,"I like watching anime and playing video games by myself. If I can gather friends together, I would prefer we go do out door activities such as kayaking or yoga. I like to travel to new places and do my interests by myself. For example, I may go to a new city and check out their independent theaters, kayak on the river, and go on a hike before a large dinner trying out a local brewery. I would describe myself as quiet with broad social anxiety, so I have select really close friends who I rely on for support and fulfilling some of my favorite activities that are best with others. I am good at Catan, but now we don't like to play due to me winning too often. But some of us gather on Monday for trivia. 
",Female,25,Hispanic / Latino,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Very frequently,Very frequently,Never,1 - 3 hours,4 - 6 hours,0 hours,"Smart phone,Laptop or computer",Other (please specify),Other (please specify),Reports,Other (please specify),I don't like to write,Interests relate to writing,61708
525,picture,DEW,TRUE,,,Yes,2.382,316.794,377.647,"A women walks across a city street. It is early morning and not many people are out yet. Nothing moves. The woman is bundled up against the early morning chill, with a coat, scarf and boots. She is by herself, possibly alone in life. The sun cuts through the morning haze, providing a fuzzy backdrop to the cityscape. Cars line the road, ready to start their day.  The buildings are older, yet well maintained and clean. There is no trash in the street. The city has a certain European flair to it. The area looks to be primarily residential, with few shops or businesses. A number of police cars are present, perhaps there is a station nearby.",79.8,4.6,9.7,12,117,7,5.98,2.382,316.794,377.647,32,"A women walks across a city street. It is early morning and not many people are out yet. Nothing moves. The woman is bundled up against the early morning chill, with a coat, scarf and boots. She is by herself, possibly alone in life. The sun cuts through the morning haze, providing a fuzzy backdrop to the cityscape. Cars line the road, ready to start their day.  The buildings are older, yet well maintained and clean. There is no trash in the street. The city has a certain European flair to it. The area looks to be primarily residential, with few shops or businesses. A number of police cars are present, perhaps there is a station nearby.",,,,,,Male,35,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Rarely,Occasionally,Rarely,1 - 3 hours,4 - 6 hours,1 - 3 hours,Laptop or computer,"Social media posts,Blogs,Other (please specify)",Other (please specify),Reports,Blogs,,To assess writing ability,41793
348,self,DEW,FALSE,,,No,7.801,171.582,239.786,"I consider myself to be an educated, diligent, and driven individual. As an educator by trade, I try to pass on the knowledge and subjects that I am most passionate about to my students, and hopefully get them interested in the matters at hand. I value a sense of humor, loyalty, dedication, and family. My family is my number one priority. Family keeps me grounded and always focused on what matters most. I'm interested in politics, American and World History, most sports, and have a soft spot in my heart for cute puppies. I can watch television and Netflix for hours on end from the comfort of my living room, and am less interested in pursuing outdoor activities. Though I'm not in great shape, I do consider myself to be physically active and am satisfied with my overall height and weight.",53.3,10.2,10.7,8,141,25,17.73,,,,,,7.801,171.582,239.786,7,"I consider myself to be an educated, diligent, and driven individual. As an educator by trade, I try to pass on the knowledge and subjects that I am most passionate about to my students, and hopefully get them interested in the matters at hand. I value a sense of humor, loyalty, dedication, and family. My family is my number one priority. Family keeps me grounded and always focused on what matters most. I'm interested in politics, American and World History, most sports, and have a soft spot in my heart for cute puppies. I can watch television and Netflix for hours on end from the comfort of my living room, and am less interested in pursuing outdoor activities. Though I'm not in great shape, I do consider myself to be physically active and am satisfied with my overall height and weight.",Male,29,White,"Masterâ€™s degree (e.g. MA,MS, MEd)",Yes,,Never,Frequently,Never,0 hours,1 - 3 hours,0 hours,Laptop or computer,"Social media posts,Other (please specify)",Other (please specify),Emails,Social media posts,,Unsure.,47896
440,self,DEW,FALSE,,,No,6.528,167.005,313.617,im a very well organized person. my life is pretty routine and consistant. i dont do much outside the house and dont socialize much. i have four school aged kids at home that take up most my time. im a very honest trustworthy person though and a very loyal friend. i believe good things come to those who work hard and have patience. as much of my life has been a battle of ups and downs and many many lessons learned. today im almost where i need to be but still working on that. i take life as it comes and dont expect bad things to happen but i dont get my hopes up either as thats been a lesson learned as well.,87.7,4.4,7.4,9,123,4,3.25,,,,,,6.528,167.005,313.617,2,im a very well organized person. my life is pretty routine and consistant. i dont do much outside the house and dont socialize much. i have four school aged kids at home that take up most my time. im a very honest trustworthy person though and a very loyal friend. i believe good things come to those who work hard and have patience. as much of my life has been a battle of ups and downs and many many lessons learned. today im almost where i need to be but still working on that. i take life as it comes and dont expect bad things to happen but i dont get my hopes up either as thats been a lesson learned as well.,Female,45,White,High school degree or equivalent (e.g. GED),Yes,,Never,Never,Never,0 hours,0 hours,0 hours,Laptop or computer,Social media posts,Social media posts,,Social media posts,,not sure,98261
396,picture,DEW,TRUE,,,Yes,18.411,253.583,281.51,"There is a lone person walking in the middle of an empty street. They're walking on the crosswalk. The setting seems gloomy and bare. There are some cars on the street, but nobody else. There is a fog that gives off a gloomy vibe. The place looks dirty. The person walking seems bundled in a heavy coat so it seems that it's quite cold in this street. There is a sense of loneliness and isolation. There is light but it is covered by the heavy fog and it reminds me of a city street in London. It feels a bit dirty and cold. The empty streets bring on even more loneliness. This person is the only one on this street and it feels so empty.",86.6,3.8,7.7,12,125,4,3.2,18.411,253.583,281.51,9,"There is a lone person walking in the middle of an empty street. They're walking on the crosswalk. The setting seems gloomy and bare. There are some cars on the street, but nobody else. There is a fog that gives off a gloomy vibe. The place looks dirty. The person walking seems bundled in a heavy coat so it seems that it's quite cold in this street. There is a sense of loneliness and isolation. There is light but it is covered by the heavy fog and it reminds me of a city street in London. It feels a bit dirty and cold. The empty streets bring on even more loneliness. This person is the only one on this street and it feels so empty.",,,,,,Male,31,Asian,"Associateâ€™s degree (e.g. AA, AS)",Yes,,Very frequently,Occasionally,Rarely,4 - 6 hours,1 - 3 hours,0 hours,Laptop or computer,"Social media posts,Blogs",Social media posts,,Social media posts,,I'm not really sure.,86542
510,picture,PWEW,TRUE,Yes,,,3.124,402.255,423.144,"A young woman walks across a darkened street. There is a faint hint of mist in the air and the street is quiet. There are no other people around and she enjoys the serenity. The time shows of early dawn and the area is oddly quiet for this time. The woman wears a coat and boots for it is chilly and windy. You can tell it is too cold to be outside for there are no other people outside. There are no streetlights which allude to a quiet street with little to no traffic. The woman walks across the crosswalk ever so slowly as if she has no where to go, and no sense of urgency. The architecture tells the story of a post modern neighborhood in the city. Maybe another country other than the United States. The mist in the air hints at a season change coming soon.",79.5,5.5,8.1,11,149,6,4.03,3.124,402.255,423.144,11,"A young woman walks across a darkened street. There is a faint hint of mist in the air and the street is quiet. There are no other people around and she enjoys the serenity. The time shows of early dawn and the area is oddly quiet for this time. The woman wears a coat and boots for it is chilly and windy. You can tell it is too cold to be outside for there are no other people outside. There are no streetlights which allude to a quiet street with little to no traffic. The woman walks across the crosswalk ever so slowly as if she has no where to go, and no sense of urgency. The architecture tells the story of a post modern neighborhood in the city. Maybe another country other than the United States. The mist in the air hints at a season change coming soon.",,,,,,Female,24,White,"Associateâ€™s degree (e.g. AA, AS)",Yes,,Very frequently,Very frequently,Rarely,4 - 6 hours,1 - 3 hours,1 - 3 hours,"Laptop or computer,Newspapers,Magazines,Books","Social media posts,Textbooks",Social media posts,,Social media posts,,To analyze styles of writing,45093
658,self,DEW,TRUE,,,Yes,7.162,399.64,419.686,"I'm a very anxious person, but I'm also very loving, and enjoy meeting people. Although I do make an effort to befriend all sorts of people, I tend to seem stand-offish because of my anxiety disorder and my penchant for sarcasm. My hobbies are drawing, painting, making art, and learning how to identify different things in nature, especially spiders and insects. Bugs are fascinating to me, to the point that I would study entomology if I could afford the schooling for it. I try to grow flowers and plants that will attract insects I'm interested in. I'm decent at writing and photography/editing as well, but I excel most at drawing.",55.4,10.1,11,6,111,10,9.01,,,,,,7.162,399.64,419.686,16,"I'm a very anxious person, but I'm also very loving, and enjoy meeting people. Although I do make an effort to befriend all sorts of people, I tend to seem stand-offish because of my anxiety disorder and my penchant for sarcasm. My hobbies are drawing, painting, making art, and learning how to identify different things in nature, especially spiders and insects. Bugs are fascinating to me, to the point that I would study entomology if I could afford the schooling for it. I try to grow flowers and plants that will attract insects I'm interested in. I'm decent at writing and photography/editing as well, but I excel most at drawing.",Other,28,White,"Some college, no degree",Yes,,Never,Rarely,Frequently,0 hours,0 hours,4 - 6 hours,Laptop or computer,"Social media posts,Blogs,Other (please specify)",Other (please specify),short stories and essays,Blogs,,people's daily activities and their attitudes toward said activities,96094
757,picture,PWEW,FALSE,No,,,6.756,586.75,624.902,"The image shows the silhouette of a woman in heeled boots walking through a crosswalk in a large city. There is no traffic on the street, though there are cars parked along the sides. There seems to be a fog over the city, but that could also be the result of how the picture was taken. The sharpness of the woman's shadow suggests that it might actually be a sunny day - maybe early in the morning before the rest of the city has woken up. No other pedestrians are walking on this eerily vacant street. It is difficult to tell when the picture was taken - the buildings all appear to be in good shape, but the style of the construction is older, indicating it is not a recent photograph. ",67,9.3,9.1,6,129,8,6.2,6.756,586.75,624.902,14,"The image shows the silhouette of a woman in heeled boots walking through a crosswalk in a large city. There is no traffic on the street, though there are cars parked along the sides. There seems to be a fog over the city, but that could also be the result of how the picture was taken. The sharpness of the woman's shadow suggests that it might actually be a sunny day - maybe early in the morning before the rest of the city has woken up. No other pedestrians are walking on this eerily vacant street. It is difficult to tell when the picture was taken - the buildings all appear to be in good shape, but the style of the construction is older, indicating it is not a recent photograph. ",,,,,,Male,26,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Frequently,Never,0 hours,4 - 6 hours,0 hours,"Smart phone,Laptop or computer",Non-fiction books,Non-fiction books,,Non-fiction books,,To assess writing based on the context a person writes in most often.,94966
391,picture,PWEW,FALSE,No,,,0.947,241.483,244.795,"This image is a photo of a person standing in the middle of the street.  The photo looks kind of depressed.  The lighting is dark around the buildings and the air above the buildings is light yet not bright.   There are several cars far away from the subject parked on the street.  The buildings are all multi level buildings.  This may be Europe or somewhere else because of the type of cars they have there.  The main colors of this photo are brown and beige.  The person is a woman.  There are no people on the street she is on.  It must be fall or winter because she is wearing a long coat.  However, there is no rain or snow present.
",87.6,3.6,8.1,12,122,3,2.46,0.947,241.483,244.795,10,"This image is a photo of a person standing in the middle of the street.  The photo looks kind of depressed.  The lighting is dark around the buildings and the air above the buildings is light yet not bright.   There are several cars far away from the subject parked on the street.  The buildings are all multi level buildings.  This may be Europe or somewhere else because of the type of cars they have there.  The main colors of this photo are brown and beige.  The person is a woman.  There are no people on the street she is on.  It must be fall or winter because she is wearing a long coat.  However, there is no rain or snow present.
",,,,,,Female,40,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Rarely,Never,0 hours,1 - 3 hours,0 hours,"Smart phone,Laptop or computer","Social media posts,Other (please specify)",Social media posts,,Social media posts,,To see what you enjoy and if you enjoy writing and how well you write.,84928
481,self,WRITER,FALSE,,No,,4.997,165.07,226.526,"I tend to me anit-social in the fact that I like to stay in and not go out, but i am social when it comes to certain situations about getting out with friends.  I enjoy reading and discussing past books I read.  I am a big movie buff and could talk about actors and directors all day long. I like to think that I have a varied taste when it comes to different movies and different styles.  I try to take the time to watch certain movies that I would not originally like, to just get out of my comfort zone.  I also like to listen to music in my free time.  I find that i get a lot done if I am multitasking with music and doing other things.  It helps to relax and feel like I am working faster then I actually am.  I also enjoy gaming. ",77.7,6.6,6.5,9,150,8,5.33,,,,,,4.997,165.07,226.526,3,"I tend to me anit-social in the fact that I like to stay in and not go out, but i am social when it comes to certain situations about getting out with friends.  I enjoy reading and discussing past books I read.  I am a big movie buff and could talk about actors and directors all day long. I like to think that I have a varied taste when it comes to different movies and different styles.  I try to take the time to watch certain movies that I would not originally like, to just get out of my comfort zone.  I also like to listen to music in my free time.  I find that i get a lot done if I am multitasking with music and doing other things.  It helps to relax and feel like I am working faster then I actually am.  I also enjoy gaming. ",Male,27,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Occasionally,Occasionally,Never,1 - 3 hours,1 - 3 hours,0 hours,"Smart phone,Laptop or computer",Other (please specify),Other (please specify),none,Other (please specify),none,to write more then was instructed in the instructions,11701
668,self,PWEW,FALSE,No,,,332.192,519.601,522.059,"I am extrovert around people I know and am comfortable with however I tend to be an introvert when around new people. I am a dependable person and I am known for always keeping my word. I am not one to tell you one thing and do another. If I tell you Im going to do something I will most definitely do it. I am a woman of God and I cherish my church family. I will help anybody within my means, especially if they are trying to help their self. Being a person of my word makes me the very outstanding woman that I am. I try to live right and practice what I preach. If your constantly beating it into someoneâ€™s head how they are supposed to live and your not doing it yourself you might as well not even be talking to the person.",73.4*,7.1*,7.1*,9,147,13,8.84,,,,,,332.192,519.601,522.059,5,"I am extrovert around people I know and am comfortable with however I tend to be an introvert when around new people. I am a dependable person and I am known for always keeping my word. I am not one to tell you one thing and do another. If I tell you Im going to do something I will most definitely do it. I am a woman of God and I cherish my church family. I will help anybody within my means, especially if they are trying to help their self. Being a person of my word makes me the very outstanding woman that I am. I try to live right and practice what I preach. If your constantly beating it into someoneâ€™s head how they are supposed to live and your not doing it yourself you might as well not even be talking to the person.",Female,25,American Indian or Alaska Native,"Associateâ€™s degree (e.g. AA, AS)",Yes,,Never,Frequently,Never,0 hours,1 - 3 hours,0 hours,Laptop or computer,Other (please specify),Other (please specify),Information paragraphs.,Other (please specify),Information paragraphs,I cant really pinpoint it.,6561
1098,self,DEW,TRUE,,,Yes,3.491,606.532,608.651,"I think I am a very kind, giving and understanding person the majority of the time. Other times I can be extremely selfish, hard-headed and rude. I enjoy spending time with the people I care about and try to make sure the people I love know they are loved. I don't really feel I have any talents, but I do describe myself as crafty because I enjoy making things. I also enjoy reading, cooking and a good book while soaking in the bath-tub. I recently became a mother for the first time, and it happened at what I consider a late stage of my life. I enjoy it  very much and find great pleasure in being a parent. While I also find it exhausting, stressful and extremely overwhelming at times. ",72.2,7.3,8.5,8,132,8,6.06,,,,,,3.491,606.532,608.651,18,"I think I am a very kind, giving and understanding person the majority of the time. Other times I can be extremely selfish, hard-headed and rude. I enjoy spending time with the people I care about and try to make sure the people I love know they are loved. I don't really feel I have any talents, but I do describe myself as crafty because I enjoy making things. I also enjoy reading, cooking and a good book while soaking in the bath-tub. I recently became a mother for the first time, and it happened at what I consider a late stage of my life. I enjoy it  very much and find great pleasure in being a parent. While I also find it exhausting, stressful and extremely overwhelming at times. ",Female,35,White,"Some college, no degree",Yes,,Never,Never,Occasionally,0 hours,0 hours,1 - 3 hours,"Smart phone,Tablet,Laptop or computer",Social media posts,Other (please specify),poems quotes  ,Other (please specify),"quotes, poems",Honestly haven't thought about it,42994
338,self,DEW,FALSE,,,No,1.11,200.857,227.848,"I'm 30 years old and single. I purchased my own home 2 years ago and I work for an arts nonprofit. My friends and family are very important to me. My main interests are traveling and music. I want to visit as many countries as I can, and all 50 states. So far I've been to 2 countries and 10 states. I'm planning to go to Scotland this summer. I like collecting records and going to concerts. I also have a vegetable garden that I take care of in my spare time. I'm currently growing squash, zucchini, tomatoes, and pumpkins. I have a cat and a dog. I consider myself pretty introverted, but I love people. I also really enjoy reading. I'll read anything except for romance and westerns, but my favorites are fiction and biography. ",73.8,5.4,8.6,14,136,15,11.03,,,,,,1.11,200.857,227.848,15,"I'm 30 years old and single. I purchased my own home 2 years ago and I work for an arts nonprofit. My friends and family are very important to me. My main interests are traveling and music. I want to visit as many countries as I can, and all 50 states. So far I've been to 2 countries and 10 states. I'm planning to go to Scotland this summer. I like collecting records and going to concerts. I also have a vegetable garden that I take care of in my spare time. I'm currently growing squash, zucchini, tomatoes, and pumpkins. I have a cat and a dog. I consider myself pretty introverted, but I love people. I also really enjoy reading. I'll read anything except for romance and westerns, but my favorites are fiction and biography. ",Female,30,White,"Bachelorâ€™s degree (e.g. BA, BS)",Yes,,Never,Frequently,Rarely,0 hours,7 or more hours,0 hours,"Smart phone,Laptop or computer","Social media posts,Magazines",Social media posts,,Social media posts,,not sure,98411
